PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
zzh8b,r2qkbnr/pp1b1ppp/3p4/2pQ4/2B1P3/2N5/PPP2PPP/R1B1K2R b KQkq - 1 8,d7c6 d5f7,708,93,92,85,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/2loLvV7Q/black#16,Philidor_Defense Philidor_Defense_Exchange_Variation
zzh9w,2r3R1/1p1k1p1Q/p3qP2/8/3p4/8/P3r2P/3N1RK1 w - - 3 33,g8c8 e6g4 g1h1 g4g2,941,86,94,1916,endgame mate mateIn2 short,https://lichess.org/q5UdqAwr#65,
zzhAp,3k3r/4R3/1p1PP3/p4P2/1p2K3/1Pp4p/P7/8 w - - 2 52,e7d7 d8c8 e4d4 h3h2,1791,75,92,2251,advancedPawn crushing endgame master rookEndgame short,https://lichess.org/DP2N4FSc#103,
zzhC4,r3nr1k/1p1q1pp1/1bpp3B/p7/P1B1P3/1N3b1P/1P1Q1P1K/3RR3 b - - 1 20,f3d1 h6g7 h8g7 d2g5 g7h7 g5h4,2488,78,83,147,advantage attraction kingsideAttack long middlegame sacrifice,https://lichess.org/k89cfVfe/black#40,
zzhEq,4r3/pp3Q2/7k/8/3R2b1/2PK1Pq1/PP4rb/RN6 w - - 5 30,f7e8 g4f5 d3c4 g3c7 c4b3 c7b6,2756,96,91,731,crushing long master middlegame pin,https://lichess.org/JGdwaEib#59,
zzhIp,r4rk1/pppq1ppp/3b4/n5B1/3P2b1/1QP2N2/PP1N1PPP/R3R1K1 w - - 7 16,b3d5 d6h2 f3h2 d7d5,1355,193,33,13,advantage discoveredAttack kingsideAttack middlegame short,https://lichess.org/7Y1Y7Zfl#31,Russian_Game Russian_Game_Classical_Attack
zzhRt,2r2r1k/1p3pp1/p3p2p/3p3N/2n2Q2/6RP/PqP2PP1/4R1K1 b - - 1 25,g7g5 g3g5 h6g5 f4g5,1920,74,87,519,master middlegame,https://lichess.org/Sq5E7snh/black#50,
zzhUG,6k1/5p2/b3pPpp/2pq4/3r3P/P4PQ1/1rB2P2/R1R3K1 b - - 1 31,b2c2 g3b8 d5d8 b8d8 d4d8 c1c2,984,81,95,1652,advantage long master middlegame,https://lichess.org/gQdfnCRq/black#62,
zzhUZ,3k3r/1p3ppp/1rn1P3/4Pp2/8/b4N2/3B1PPP/R3K2R b KQ - 0 20,a3b4 a1a8 d8e7 a8h8,1561,77,94,16220,crushing middlegame short skewer,https://lichess.org/6k48hdsd/black#40,
zzhX5,r4rk1/1b2bppp/p1q1p3/8/Pp6/1P1BQ3/2P2PPP/R1N2RK1 w - - 0 18,c1e2 c6g2,549,86,100,235,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/HSYxZbyw#35,Sicilian_Defense Sicilian_Defense_Scheveningen_Variation
zzhh5,r3kb1r/pp2pppp/2p5/8/3qn3/1BNn2Q1/PP1B1PPP/1K1R3R w kq - 0 14,c3e4 d4b2,895,88,96,292,master masterVsMaster mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/pgd98bET#27,Queens_Pawn_Game Queens_Pawn_Game_Mason_Variation
zzhhc,1r2r1k1/1pp2pp1/p1nb1q1p/3p1b2/1P1Pn3/P3P1P1/1BQN1PBP/R3NRK1 b - - 6 16,e4g3 f2g3 f5c2 f1f6 g7f6 e1c2,1652,82,86,38,crushing discoveredAttack long middlegame,https://lichess.org/uidBILdZ/black#32,Queens_Gambit_Declined Queens_Gambit_Declined_Other_variations
zzhjS,6k1/1r3p1p/p2b2p1/2n5/2PNp3/1P5P/P1B2PP1/4R1K1 w - - 0 29,c2e4 b7e7 f2f3 c5e4 e1e4 e7e4 f3e4 d6c5 g1f1 c5d4,2275,75,93,4656,advantage endgame intermezzo pin veryLong,https://lichess.org/hHlygI4L#57,
zzhl8,r1b1k1nr/pppp1ppp/1b3q2/4p3/1PBnP3/B2P1N2/P1P2PPP/RN1QK2R w KQkq - 1 7,f3d4 b6d4 e1g1 d4a1,1072,88,79,75,advantage opening short trappedPiece,https://lichess.org/URpgK23X#13,Italian_Game Italian_Game_Evans_Gambit_Declined
zzhlT,r2qkrR1/p7/2pp4/4pb1p/4Np2/1Q1P3P/PP6/1K5R b q - 3 30,f8g8 b3g8 e8e7 g8g7 e7e6 e4g5 e6d5 g7f7,2122,77,92,2313,crushing exposedKing middlegame veryLong,https://lichess.org/IS79wkaX/black#60,
zzhmV,2R5/5pkp/r3pNp1/p2pPn2/8/1PKR1P2/P4P1r/8 b - - 1 29,h2f2 c8g8 g7h6 f6g4 h6g5 g4f2,1197,75,94,5081,advantage endgame fork long,https://lichess.org/AQvDENX2/black#58,
zzhma,r4rk1/pp4bp/1qp1n1p1/6B1/4B3/2P4P/PP1Q1PP1/2KR3R w - - 1 19,g5h6 f8f2 h6e3 f2d2,1633,79,62,169,crushing middlegame short,https://lichess.org/TDnURa1N#37,Kings_Knight_Opening Kings_Knight_Opening_Other_variations
zzhok,3r4/2k3pp/2p2p2/2P4P/R4r2/2K5/5P2/R7 b - - 0 41,f4f2 a4a7 c7c8 a7a8 c8d7 a1d1,2109,75,98,304,advantage endgame long rookEndgame,https://lichess.org/SJatBDbf/black#82,
zzhxJ,r2q1k1r/pppb1Bp1/3b1p2/5P2/6pn/1QN4P/PP2N3/R1B2RK1 w - - 0 19,c1e3 d8e7 f7e6 h4f5,2397,87,85,68,advantage middlegame short,https://lichess.org/E8bTKp2O#37,Queens_Gambit_Declined Queens_Gambit_Declined_Chigorin_Defense
zzi13,6Q1/8/5pk1/6p1/5pq1/8/5K2/8 b - - 1 60,g6f5 g8c8 f5e4 c8g4,1432,76,100,194,crushing deflection endgame queenEndgame short skewer,https://lichess.org/MVp2SJW3/black#120,
zzi3t,2k4r/1pp1Bppp/p4nq1/6r1/5Q2/2P2RP1/P6P/5RK1 b - - 0 23,f6h5 f4g5 g6g5 e7g5,1757,96,67,33,crushing middlegame short,https://lichess.org/nBHqBPdB/black#46,
zzi5R,r3k1r1/1b3pb1/p1q1p2p/1p2n3/7B/2P2N2/P3BPPP/2RQR1K1 w q - 4 21,d1d2 e5f3 e2f3 c6f3 g2f3 g7c3,1869,75,94,7631,crushing discoveredAttack kingsideAttack long middlegame sacrifice,https://lichess.org/sUcQXRN7#41,
zziAC,8/3K4/2R5/5p2/8/Rn3rk1/8/8 w - - 12 66,c6b6 b3c5 d7c6 f3a3,1177,75,100,173,advantage discoveredAttack endgame short,https://lichess.org/EWnO27dv#131,
zziCs,5rk1/4b2p/1q4p1/p7/2pPpPQ1/2P1P2R/2R4P/1rB3K1 b - - 3 29,b6b3 g4e6 f8f7 h3h7 g8h7 e6f7 h7h8 f7e8 e7f8 e8f8,1972,81,82,46,advantage attraction deflection fork master middlegame pin veryLong,https://lichess.org/Jb5astwa/black#58,
zziJ7,6k1/p3rppp/2pNr3/1pP1n3/1P6/2P2P1P/P5P1/R2R2K1 w - - 2 28,d1e1 e5f3 g2f3 e6e1 a1e1 e7e1,889,85,89,121,crushing discoveredAttack endgame kingsideAttack long,https://lichess.org/wOzQC2eE#55,
zziJU,6k1/p4p1p/4rRp1/1pprP3/n4N2/P6P/1PP3P1/4R1K1 b - - 1 29,d5e5 f6e6 e5e1 e6e1,1517,74,94,2749,crushing endgame short,https://lichess.org/jU2AlfC4/black#58,
zziK6,8/2p3pk/1p1n3p/p7/8/P2R3P/3R2PK/2r5 w - - 5 48,d3e3 d6c4 d2d3 c4e3,1185,75,100,415,advantage endgame fork master short,https://lichess.org/KHhofIOq#95,
zziK7,r2q3r/pp6/2p2bkp/2P2pp1/6P1/1Q6/PP1N1PP1/R4K1R b - - 0 23,d8d2 g4f5 g6f5 a1d1,2277,77,94,582,crushing middlegame short,https://lichess.org/eaKAuOh3/black#46,
zziOU,1r1r2k1/1q3pbp/pN1p2p1/P1nNp3/8/2P1Q3/5PPP/1R2R1K1 b - - 10 29,b7c6 d5e7 g8h8 e7c6,852,107,96,286,crushing fork middlegame short,https://lichess.org/8yTAuzGc/black#58,
zziOo,2r2r1k/1p3p2/p3p1p1/3p3N/7Q/1qP4P/5PP1/2R3K1 b - - 0 27,c8c4 h4f6 h8g8 f6g7,1644,78,100,111,endgame mate mateIn2 short,https://lichess.org/TdJiLfnm/black#54,
zziOw,1kr5/ppr1b3/nq1p2p1/3Bpp1p/1PP5/PQ2PNP1/2R2PP1/1KR5 w - - 4 27,d5e6 a6c5 b3c3 c5e6,1528,74,91,2268,crushing middlegame short,https://lichess.org/mVD85kri#53,
zziZy,r2qk2r/pppb1ppp/5n2/3PN3/QbpnP3/2N5/PP3PPP/R1B1KB1R w KQkq - 3 9,a4b4 d4c2 e1d1 c2b4,1008,76,52,105,advantage fork opening short,https://lichess.org/tWxV9TVA#17,Queens_Gambit_Declined Queens_Gambit_Declined_Chigorin_Defense
zzigj,5k2/1p5p/2p3p1/p2p4/3Pr3/PR1QP2P/1P4PK/4q3 w - - 0 30,b3b7 e4e3 d3e3 e1e3,1059,80,93,49,crushing endgame short,https://lichess.org/0BLoRmvn#59,
zzisu,2k3r1/1p3p2/2q1p2p/8/2B3r1/1PP1Q3/P4K1R/5R2 w - - 2 30,h2h5 c6g2 f2e1 g4e4,1561,75,97,2416,master middlegame,https://lichess.org/7npP1A0O#59,
zziuG,r1bq1rk1/1p2bp1p/p3p1p1/3p4/P1BBN1Q1/7P/1PP2PP1/R4RK1 w - - 0 14,e4f6 e7f6 d4f6 d8f6,790,98,86,735,advantage middlegame short,https://lichess.org/9nzdVymR#27,Sicilian_Defense Sicilian_Defense_Sozin_Attack
zziwW,r4rk1/2R1bppp/p2pb3/2nBp3/3pP3/3P3P/2P1NPPN/R5K1 b - - 7 21,e7d8 c7c5 e6d5 c5d5,1728,73,87,1454,advantage middlegame short,https://lichess.org/XIJKbm4v/black#42,
zziy3,6k1/5ppp/3P1b2/2n2N2/8/2r1P2P/5PP1/R5K1 b - - 2 34,g7g6 a1a8 f6d8 a8d8,1457,74,100,254,endgame mate mateIn2 short,https://lichess.org/MvWIQyDU/black#68,
zzizJ,1q2r1k1/5pp1/1p3n1p/4n3/P1B1PQ2/5P2/1B3P1P/3R2K1 w - - 2 29,f4g3 e5c4 b2f6 b8g3,1543,75,88,762,advantage discoveredAttack hangingPiece middlegame short,https://lichess.org/4BHODLjw#57,
zzj0U,5k1r/pp1Q1p2/1q1p2p1/4b3/P2NP3/4P3/4K1P1/3R4 b - - 6 27,h8h2 d4e6 f8g8 d7e8 g8h7 e8f7,1911,173,70,11,crushing deflection endgame long master masterVsMaster,https://lichess.org/C7Xl9YHh/black#54,
zzj4L,r4rk1/ppq1N1pp/b4p2/4N3/3PpP2/B3P1Q1/6PP/6K1 b - - 3 24,g8h8 e5g6 h7g6 g3h3,1727,84,100,35,master mate mateIn2 middlegame sacrifice short,https://lichess.org/444HZ0Qc/black#48,
zzj4Q,2rr2k1/1b1nbppN/pq2p2p/1p2P3/1P4Q1/P1nB1N2/3B1PPP/3R1RK1 b - - 7 21,c3d1 d2h6 g7g6 d3g6,1715,75,92,306,crushing master middlegame pin short,https://lichess.org/vHWzMvvw/black#42,
zzj5B,r4rk1/2pb1ppp/p1n1pq2/1p6/3PQ3/1PPB4/P3NPPP/R3K2R b KQ - 1 14,c6e7 e4h7,615,88,92,434,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/L1CmWbtV/black#28,French_Defense French_Defense_Queens_Knight
zzj9Z,r3kb1r/pppb1p1p/4pqp1/4p1NQ/4PB2/2PP4/PP4PP/RN3RK1 w kq - 0 12,f4e3 f6f1 g1f1 g6h5,1494,74,93,8507,advantage kingsideAttack opening short,https://lichess.org/U8HBKRk3#23,Kings_Pawn_Game Kings_Pawn_Game_Wayward_Queen_Attack
zzjGf,r1b2rk1/p4pbp/1p3np1/3pn1B1/8/1NP2P2/PqB1N1PP/R2Q1R1K b - - 1 14,c8b7 g5c1 b2a1 b3a1,1665,78,87,1212,advantage middlegame short trappedPiece,https://lichess.org/V5MjMqgx/black#28,Paleface_Attack Paleface_Attack_Other_variations
zzjLK,r1bqk3/p1ppnp1r/1p4pB/4b3/2B1P3/2N2Q2/PPP2PPP/R4RK1 w q - 0 11,h6g5 e5h2,978,84,88,565,advantage kingsideAttack middlegame oneMove,https://lichess.org/bxgeejFI#21,Italian_Game Italian_Game_Anti-Fried_Liver_Defense
zzjQW,7k/2R3p1/6Kp/2P5/r7/5P1P/2r5/8 b - - 5 45,a4a5 c7c8,623,87,75,200,endgame master mate mateIn1 oneMove rookEndgame,https://lichess.org/uZtUjoyt/black#90,
zzjRL,1r3r1k/pP1R2pp/1b6/5p2/4q3/1Q6/5PPP/3R2K1 b - - 8 28,b8b7 b3f7 b6f2 g1h1 f8g8 d7b7,1474,246,100,6,defensiveMove equality long middlegame,https://lichess.org/4hZNcudZ/black#56,
zzjST,4r1k1/6pp/1ppq4/p3R1P1/2P1p3/PP1rP3/5Q2/5R1K b - - 0 39,d6e5 f2f7 g8h8 f7f8 e8f8 f1f8,1281,77,82,848,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/A7cEGlFU/black#78,
zzjT5,2rr2k1/1p3p1p/p1n2Pp1/8/1P1p3Q/P6R/4p1PP/2BqR1K1 b - - 3 28,c6e5 h4h7 g8f8 h7h8,1620,76,74,91,middlegame,https://lichess.org/JRLgr2mC/black#56,
zzja3,8/7k/6p1/R1P5/8/5p2/PP6/2K4n w - - 0 39,c5c6 f3f2 a5a7 h7g8 c1d2 f2f1q,1948,74,91,1284,advancedPawn advantage defensiveMove endgame long promotion,https://lichess.org/lTSiUn3Z#77,
zzjfL,r3r1k1/p2R1pp1/7p/6bb/7P/2B5/PPP5/1K4R1 b - - 0 24,g5e3 g1g7 g8f8 g7h7 e3d4 d7d4 h5g6 h7h8,2217,81,90,1542,crushing middlegame veryLong,https://lichess.org/NA5plWVD/black#48,
zzjgX,6r1/pq3p1k/1p2pP1p/2p1Nnr1/2Pp4/3P2PK/PP2QP1R/4R3 w - - 2 29,e5f3 g5g3 f2g3 g8g3,1909,77,89,506,mate mateIn2 middlegame sacrifice short,https://lichess.org/FDSthOvx#57,
zzjiO,3r1rk1/1pN2ppp/1p6/8/2bn4/1P6/P1P2PPP/R3Q1K1 w - - 1 18,e1c3 d4e2 g1f1 e2c3,829,101,68,62,advantage discoveredAttack fork middlegame short,https://lichess.org/ouOgEAWV#35,Italian_Game Italian_Game_Two_Knights_Defense
zzjjy,8/4p3/3p4/p4P2/Pp2P3/1PkP4/2PR1P1r/2K5 w - - 1 37,d2e2 h2h1 e2e1 h1e1,590,93,80,130,endgame mate mateIn2 rookEndgame short,https://lichess.org/wV0O243D#73,
zzjki,7r/pb4p1/3pk3/1p2ppB1/8/5P1N/PPP2qP1/R2Q3K w - - 4 25,d1d2 h8h3 g2h3 b7f3,1498,73,95,20816,deflection kingsideAttack mate mateIn2 middlegame short,https://lichess.org/f6YlzE8K#49,
zzjnh,5r1k/1R1Q2bp/p2p2p1/2pPp3/3nPp2/3P3P/q4PP1/5RK1 b - - 1 24,d4b5 d7g7,996,90,47,43,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/Egvmt3xW/black#48,
zzjwz,5rk1/1p1Q4/p6p/6p1/P4n2/2P2NqP/1P4P1/5RK1 w - - 5 32,d7g4 f4e2 g1h1 g3g4 h3g4 e2g3 h1g1 g3f1,1763,75,72,61,advantage endgame fork veryLong,https://lichess.org/q3kgaLK6#63,
zzk1Y,8/ppp2R2/3q2k1/3p2p1/3Pp2r/2P1P1QP/PP4P1/5RK1 b - - 5 31,d6g3 f1f6 g6h5 f7h7,916,90,95,3845,endgame mate mateIn2 queenRookEndgame short,https://lichess.org/Qmuitluq/black#62,
zzk43,4brk1/ppBr1pp1/2n1pn1p/8/2P5/P4NP1/1P3PBP/R4RK1 w - - 1 18,c7a5 c6a5,1165,97,38,35,advantage hangingPiece middlegame oneMove,https://lichess.org/G9B91C4w#35,Queens_Pawn_Game Queens_Pawn_Game_Symmetrical_Variation
zzk5z,r1bqr1k1/ppp2ppp/8/n2n4/2Q5/2P2N2/PBPPBPPP/R4RK1 w - - 6 13,c4d3 d5f4 d3d8 f4e2 g1h1 e8d8,1580,74,87,531,advantage intermezzo long middlegame sacrifice,https://lichess.org/2ZU5c2mj#25,Elephant_Gambit Elephant_Gambit_Paulsen_Countergambit
zzk6a,8/7r/R2P4/8/3b3P/8/P2K3k/8 b - - 0 47,h7h4 d6d7 d4b6 a6b6,1245,76,87,264,advancedPawn crushing endgame short,https://lichess.org/G79pRHZ9/black#94,
zzk9E,r1r3k1/2q1bppp/p1p1p3/2Pp4/1P4n1/P2QP3/1B2NPPP/2R2RK1 w - - 1 18,h2h3 c7h2,911,84,83,51,mate mateIn1 middlegame oneMove,https://lichess.org/dXOauAQB#35,Slav_Defense Slav_Defense_Other_variations
zzkAl,2r3k1/1p4Bp/p3p1p1/6q1/P1P3n1/1P3b2/2Q2PPP/R4RK1 w - - 0 27,c2d3 g4e5 d3f3 e5f3,2136,79,89,524,crushing kingsideAttack middlegame pin short,https://lichess.org/1uwfvQdy#53,
zzkBs,3rkb1r/ppq2p1p/2n3p1/1B1Q1p2/3P4/4P3/PP3PPP/R1B1K2R w KQk - 1 13,d5f3 c7a5 c1d2 a5b5,1173,76,93,164,advantage fork middlegame short,https://lichess.org/cl2eyCWb#25,Slav_Defense Slav_Defense_Quiet_Variation
zzkMd,8/p4Q2/1p3b1k/2pP1qpp/5B2/2PP2P1/PP6/6K1 w - - 0 32,f4d6 f6d4 c3d4 f5f7,995,78,64,80,crushing discoveredAttack endgame master short,https://lichess.org/IbfzU7O9#63,
zzkNL,8/1R6/p2p4/k1pP2p1/5bB1/2Pr4/1P3K2/8 b - - 0 36,a5a4 g4d7 a4a5 b2b4 c5b4 c3b4,1639,75,95,14176,endgame long mate mateIn3,https://lichess.org/jCi9mNz4/black#72,
zzkNM,r1b1k1nr/pp2pp1p/2np2p1/1B6/3bP3/2q1B3/P2N1PPP/R2QK1NR w KQkq - 0 10,b5c6 b7c6 a1c1 c3d3 e3d4 d3d4,2078,76,74,88,advantage long opening,https://lichess.org/ueNiD3qE#19,Sicilian_Defense Sicilian_Defense_Other_variations
zzkOU,8/8/8/N6p/PpPp4/5k2/3K4/1b3B2 w - - 1 53,f1d3 b1d3 d2d3 h5h4 d3d4 h4h3,1366,75,86,770,advantage endgame long quietMove,https://lichess.org/maiouPpb#105,
zzkOa,7Q/5k2/ppq1p1p1/2p4p/2P2P2/4n1PP/P6K/3R4 w - - 1 28,d1d2 e3f1 h2g1 f1d2,1190,83,73,49,crushing endgame fork short,https://lichess.org/5uM28QXm#55,
zzkOl,2k4r/1pp2p1p/p1n2Np1/q1b5/2B2P2/1Q2P3/PP4P1/2KR4 b - - 0 21,a5b6 c4e6 f7e6 b3e6 c8b8 f6d7 b8a7 d7b6,1770,75,94,531,middlegame,https://lichess.org/ioffLrl4/black#42,
zzkX6,r2qk2r/ppp2ppp/2nbp3/3pNb1n/3P1B2/2P1PN2/PP3PPP/R2QKB1R w KQkq - 5 9,e5f7 e8f7 f3g5 f7g6,1919,76,76,78,advantage hangingPiece middlegame short,https://lichess.org/vuDHXg2u#17,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System
zzkc9,r6r/4Qpp1/p3b1k1/1q2P2p/2p1P2P/8/PPPR2P1/1K1R4 b - - 2 27,c4c3 e7g5 g6h7 g5h5 h7g8 d2d8,1050,79,87,430,advantage deflection long middlegame,https://lichess.org/HAUxbcu6/black#54,
zzkgm,3k1r2/pb3q1p/1p4p1/1Bpp1p2/3P1Qn1/2P5/P1P3PP/4RRK1 w - - 0 22,f4g4 f5g4 f1f7 f8f7,864,82,85,142,advantage middlegame short,https://lichess.org/lapxvsSI#43,
zzkmT,r4rk1/1p3ppp/1b2b3/1Pp5/p1PpP2q/P4B1P/N2B1PP1/2Q2RK1 b - - 2 18,d4d3 d2g5 h4g5 c1g5,1342,75,94,2915,advantage middlegame short trappedPiece,https://lichess.org/VHhHsCGm/black#36,Kings_Knight_Opening Kings_Knight_Opening_Normal_Variation
zzknk,r7/1R6/2pkbp1p/8/P1PK1P2/8/1B5P/8 b - - 0 35,a8a4 b2a3 c6c5 a3c5 d6c6 b7b6,1522,74,91,3367,crushing endgame long,https://lichess.org/uVwF6zT7/black#70,
zzkoa,8/8/1p6/p5K1/2n3Pp/7k/P1P5/5N2 w - - 1 51,g5h5 h3g2 h5h4 g2f1 h4g3 c4e5 g3f4 e5g4,2315,95,76,27,crushing endgame knightEndgame trappedPiece veryLong,https://lichess.org/wXcMAvrl#101,
zzkrN,3r1rk1/4b1pp/pq2pn2/2pbB1N1/3p1P2/6Q1/PPP1B1PP/1R1R3K w - - 6 22,g5h7 g8h7 e2d3 h7g8,1986,171,3,11,advantage defensiveMove hangingPiece middlegame short,https://lichess.org/Br2d35on#43,
zzkrq,5rbk/pp2p2R/3r2Q1/2p3N1/1n2n3/2N3P1/PPp2P2/2K5 b - - 0 21,g8h7 g6h7,774,78,93,928,master mate mateIn1 middlegame oneMove,https://lichess.org/CmBWhbBr/black#42,
zzkwD,2k3nr/pppr4/3p3p/3n1pp1/2B5/2P3BP/P1P2PP1/2K1R2R b - - 1 19,d5c3 e1e8 d7d8 c4e6 c8b8 e8d8,1218,77,89,1020,backRankMate deflection long mate mateIn3 middlegame,https://lichess.org/n4jRcGvX/black#38,French_Defense French_Defense_Knight_Variation
zzkzN,4r1k1/2b2p2/5q1p/3p1Q2/2pPn1P1/6P1/2B2P2/4R1K1 w - - 5 34,f5f6 e4f6 e1e8 f6e8,969,80,89,81,crushing endgame short,https://lichess.org/dwQEP3Js#67,
zzl6r,r1b5/4Q1k1/p2R1p2/1p2p3/4Pp1q/1P1B1p2/P6P/5K2 b - - 3 34,g7h6 d6f6 h4f6 e7f6,1042,81,93,4350,crushing endgame short,https://lichess.org/03EJgjDd/black#68,
zzl7v,r2b1rk1/1p5p/4N1n1/3q1N2/3P2Q1/8/pP3PPP/R4RK1 b - - 0 26,d5e6 f5h6 g8g7 g4e6,1115,79,94,638,crushing discoveredAttack middlegame short,https://lichess.org/6nhmskwE/black#52,
zzl9b,4qrk1/4b2p/3Rb2P/4Q1p1/4P3/2N3P1/P7/2K5 b - - 0 32,e7d6 e5g7,937,81,95,910,endgame master mate mateIn1 oneMove,https://lichess.org/URQPDbRA/black#64,
zzlAo,2r2Bk1/pR3ppp/1b2p3/n2p4/8/2R4P/P4PP1/3B2K1 b - - 0 22,c8c3 b7b8 f7f5 f8b4,1811,76,86,100,crushing discoveredAttack endgame short,https://lichess.org/DnmNwLmC/black#44,
zzlB3,5r2/p5k1/2p5/2b2p2/2B2PK1/2P5/P7/3R4 w - - 0 31,g4g5 c5e7 g5h5 f8h8,800,97,93,885,endgame mate mateIn2 short,https://lichess.org/xRaVTlw3#61,
zzlCv,rn1qkb1r/pp2pppp/2pp4/3nP3/2BP2b1/5N2/PPP2PPP/RNBQ1RK1 b kq - 3 6,d5b6 c4f7 e8f7 f3g5 f7g8 d1g4,1499,74,92,4507,attackingF2F7 attraction crushing discoveredAttack long opening sacrifice,https://lichess.org/HKNhzVns/black#12,Caro-Kann_Defense Caro-Kann_Defense_Masi_Variation
zzlNH,r1b1r1k1/ppbq2pp/5p2/2pp4/3P4/P1P3QP/2P1BPP1/R1B2RK1 w - - 0 20,c1f4 c7f4 g3f4 e8e2,1288,77,93,1791,advantage middlegame short,https://lichess.org/NnpV1TBw#39,
zzlNM,kr3r2/p1q1p2p/1p1pp3/1B6/4P3/R1P5/1KP2PP1/R7 b - - 3 24,f8f2 b5c6 b8b7 a3a7 a8b8 a7a8,1893,74,86,115,endgame long mate mateIn3 pin queensideAttack,https://lichess.org/HgzSfluz/black#48,
zzlRu,r5k1/4pp1p/B2p2p1/3q4/2p5/1RQ2R2/1P6/2K5 w - - 2 32,a6c4 a8a1 c1c2 d5d1,1150,76,93,2295,endgame mate mateIn2 short,https://lichess.org/BCcUdwbe#63,
zzlT7,rnb1k2r/pp2qpbp/2p3p1/4P3/N3n3/2PBB3/PP4PP/1R1QK1NR w Kkq - 0 14,d3e4 e7h4 e1e2 h4e4,1087,77,94,413,advantage fork master opening short,https://lichess.org/Lhmk9cYi#27,Modern_Defense Modern_Defense_Standard_Line
zzlTL,2kr4/pp3q1p/2b1pp2/8/4p1nN/1N6/PPPQ1PPP/2K2B1R w - - 0 19,d2c3 g4f2 f1a6 f2h1 c3c6 c8b8,2102,98,85,24,advantage long middlegame,https://lichess.org/IcGQH1S3#37,Queens_Pawn_Game Queens_Pawn_Game_Mason_Variation
zzlUS,r4rk1/1pp2ppp/p1p1bn2/2b1N3/3qP3/1PN4P/PBPP1PP1/R2QK2R w KQ - 1 10,c3a4 d4f2,1075,76,89,667,attackingF2F7 mate mateIn1 middlegame oneMove,https://lichess.org/0T0vCUqx#19,Kings_Knight_Opening Kings_Knight_Opening_Normal_Variation
zzlVY,8/6pk/2NR3p/1bP2p2/8/1P2p3/r5PP/6K1 w - - 0 33,c6d4 a2a1,816,78,85,173,endgame mate mateIn1 oneMove,https://lichess.org/6vPIpwtX#65,
zzlWn,r2q3r/3b1pk1/pp4p1/2pP4/3bP3/2NN1P2/PP1Q2PP/4RRK1 w - - 5 24,g1h1 h8h2 h1h2 d8h4,1491,74,86,210,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/QNV805kR#47,
zzlXd,rnbb1kr1/p1q5/2p1p3/2PpPnNP/3P4/2NB4/P2Q1P2/R4RK1 w - - 0 22,d3f5 g8g5 d2g5 d8g5,1384,78,93,2837,crushing fork middlegame short,https://lichess.org/61lHPmWz#43,
zzlXr,5k2/5p2/8/4QPn1/8/8/8/6K1 w - - 1 52,f5f6 g5f3 g1f2 f3e5,678,92,82,150,crushing endgame fork short,https://lichess.org/nNKhyPIk#103,
zzlYk,r2qk2r/pbpp1ppp/1p2pn2/4P3/1bPn4/2NBQ3/PP3PPP/R1B1K1NR b KQkq - 1 8,d4f5 d3f5 b7g2 e5f6 d8f6 f5e4 b4c3 b2c3 g2e4 e3e4,1764,75,90,1574,advantage opening pin veryLong,https://lichess.org/7chGMBDp/black#16,English_Defense English_Defense_Other_variations
zzlZh,r1bqr1k1/pp2bpp1/4p2p/4P3/3pQPP1/2NB3P/PPP5/4RRK1 b - - 1 18,d4c3 e4h7 g8f8 h7h8,734,77,100,81,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/Z7CyS2M1/black#36,Caro-Kann_Defense Caro-Kann_Defense_Other_variations
zzlZv,4R3/5p1k/5Qpp/p2q4/2N5/1P1p2P1/r4PKP/8 w - - 1 34,g2h3 d5d7 h3g2 d7e8,1816,75,92,518,advantage endgame fork short,https://lichess.org/psx5sX6j#67,
zzlaR,2kr2r1/1ppn2b1/p2p1p1p/4p1p1/Pq6/B1NPPQ1P/2P2PPN/1R3RK1 b - - 1 20,b4c3 f3b7,691,102,94,673,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/sv6zWrc8/black#40,
zzlb5,1R6/5ppk/4r3/2Bp4/5p2/5P1q/P4QpP/6K1 w - - 3 37,b8b3 e6h6 f2c2 f7f5 c2g2 h6g6 g2g6 h7g6,2327,86,100,61,advantage defensiveMove endgame pin quietMove veryLong,https://lichess.org/VZpoDYSf#73,
zzlex,8/5p1k/4p1pp/1QP1P3/3nq3/3R3P/5PP1/6K1 w - - 0 35,b5b1 d4e2 g1h2 e2f4 d3f3 e4b1,1979,74,91,2873,advantage endgame long,https://lichess.org/CpW9USJf#69,
